행정기관코드,기준연월,시도명,시군구명,읍면동명,계,남자,여자,가임여성 수,유아인구,출산율,0대남자,10대남자,20대남자,30대남자,40대남자,50대남자,60대남자,70대남자,80대이상남자,0대여자,10대여자,20대여자,30대여자,40대여자,50대여자,60대여자,70대여자,80대이상여자
1117059000,45412,서울특별시,용산구,용문동,11308,5373,5935,2736,106,0.387426901,281,338,742,954,781,905,738,426,208,312,314,834,951,778,961,864,562,359
1117062500,45412,서울특별시,용산구,한강로동,20936,9901,11035,6111,307,0.50237277,623,485,1348,2263,1391,1488,1355,620,328,582,467,1811,2596,1452,1677,1330,644,476
1117063000,45412,서울특별시,용산구,이촌제1동,24956,11717,13239,5808,265,0.456267218,1099,1355,1249,1277,1912,2042,1543,709,531,1024,1284,1275,1635,2270,2331,1588,932,900
1117064000,45412,서울특별시,용산구,이촌제2동,7828,3675,4153,1741,106,0.608845491,194,222,420,643,543,612,559,320,162,215,210,410,641,562,678,721,415,301
1117065000,45412,서울특별시,용산구,이태원제1동,6109,3055,3054,1330,30,0.22556391,101,109,459,674,418,428,504,215,147,100,124,382,493,386,487,508,337,237
1117066000,45412,서울특별시,용산구,이태원제2동,8708,4105,4603,2192,52,0.237226277,178,195,604,870,646,570,530,298,214,155,233,586,807,673,675,657,446,371
1117068500,45412,서울특별시,용산구,한남동,15434,7352,8082,3916,182,0.464759959,478,492,848,1311,1252,1166,1004,524,277,462,451,881,1470,1317,1301,1105,665,430
1117069000,45412,서울특별시,용산구,서빙고동,12535,6027,6508,2968,93,0.313342318,328,681,778,737,1054,1010,842,345,252,317,699,769,733,1106,1137,835,432,480
1117070000,45412,서울특별시,용산구,보광동,8491,4241,4250,1693,37,0.218546958,110,242,594,750,589,767,675,333,181,76,160,496,554,548,786,839,482,309
1120052000,45412,서울특별시,성동구,왕십리제2동,16109,7748,8361,4063,166,0.4085651,517,527,1027,1384,1173,1278,1099,500,243,499,514,1182,1440,1164,1336,1165,671,390
1120053500,45412,서울특별시,성동구,왕십리도선동,26237,12300,13937,6993,290,0.414700415,1038,834,1711,2013,1913,2034,1630,737,390,935,815,2256,2404,1965,2314,1661,950,637
1120054000,45412,서울특별시,성동구,마장동,21515,10557,10958,5251,178,0.338983051,472,714,2020,1628,1325,1644,1570,818,366,464,729,2029,1534,1255,1738,1626,925,658
1120055000,45412,서울특별시,성동구,사근동,12127,6342,5785,3735,47,0.12583668,172,377,2714,948,541,634,498,278,180,145,475,2179,684,492,660,498,393,259
1120056000,45412,서울특별시,성동구,행당제1동,13723,6551,7172,3659,134,0.366220279,434,459,988,1105,1001,1041,867,439,217,394,526,1187,1132,1043,1136,894,503,357
1120057000,45412,서울특별시,성동구,행당제2동,22756,10611,12145,5549,301,0.542440079,773,837,1172,1637,1668,1935,1443,772,374,760,1020,1378,1791,1832,2053,1630,1032,649
1120058000,45412,서울특별시,성동구,응봉동,14828,7028,7800,3647,146,0.400329038,487,752,760,979,1202,1232,870,474,272,444,699,884,1059,1354,1297,986,637,440
1120059000,45412,서울특별시,성동구,금호1가동,14696,6991,7705,3431,178,0.518799184,554,524,723,1060,1280,1104,993,533,220,495,509,763,1229,1199,1224,1176,674,436
1120061500,45412,서울특별시,성동구,금호2.3가동,21903,10396,11507,5321,288,0.541251644,786,638,1196,1824,1743,1679,1443,738,349,747,615,1228,1964,1786,1858,1650,994,665
1120062000,45412,서울특별시,성동구,금호4가동,14079,6639,7440,3434,191,0.556202679,623,458,646,1056,1255,1040,876,476,209,538,461,645,1258,1312,1088,1089,640,409
1120064500,45412,서울특별시,성동구,옥수동,25425,11764,13661,6455,414,0.641363284,1116,805,1100,2051,2169,1785,1554,797,387,1141,800,1285,2523,2274,2023,1910,1009,696
1120065000,45412,서울특별시,성동구,성수1가제1동,15344,7634,7710,3744,128,0.341880342,408,455,1098,1437,1001,1324,1268,457,186,363,437,1069,1423,1006,1415,1176,502,319
1120066000,45412,서울특별시,성동구,성수1가제2동,11880,5795,6085,3157,130,0.411783339,291,383,828,1133,846,922,799,408,185,286,358,892,1186,876,905,834,464,284
1120067000,45412,서울특별시,성동구,성수2가제1동,14525,7532,6993,3061,112,0.365893499,290,356,940,1293,1012,1329,1478,591,243,271,358,904,1105,859,1190,1270,665,371
1120069000,45412,서울특별시,성동구,성수2가제3동,9986,4995,4991,2561,76,0.296759078,236,257,754,902,686,804,779,391,186,199,242,835,964,628,763,684,396,280
1120072000,45412,서울특별시,성동구,송정동,9645,5062,4583,2102,50,0.237868696,198,251,704,861,719,918,896,367,148,155,225,712,699,572,779,778,426,237
1120079000,45412,서울특별시,성동구,용답동,12069,6216,5853,3268,44,0.134638923,139,262,1199,1122,776,1121,903,445,249,130,248,1500,1017,603,763,724,512,356
1121571000,45412,서울특별시,광진구,화양동,23301,10985,12316,9469,65,0.068645052,156,307,4359,2487,1077,1071,810,475,243,152,402,5945,2279,938,868,834,565,333
1121573000,45412,서울특별시,광진구,군자동,19009,9333,9676,5328,97,0.182057057,328,501,1989,1767,1231,1319,1244,661,293,311,452,2186,1661,1229,1287,1329,748,473
1121574000,45412,서울특별시,광진구,중곡제1동,15201,7189,8012,4298,105,0.244299674,268,354,1116,1509,1031,1108,1031,542,230,256,302,1653,1576,909,1199,1137,614,366
1121575000,45412,서울특별시,광진구,중곡제2동,20362,9589,10773,5379,125,0.232385202,405,619,1481,1736,1375,1519,1443,708,303,382,604,1792,1857,1416,1785,1612,912,413
1121576000,45412,서울특별시,광진구,중곡제3동,15539,7646,7893,3646,118,0.323642348,299,395,1094,1421,1051,1285,1235,604,262,266,394,1203,1279,946,1358,1293,751,403
1121577000,45412,서울특별시,광진구,중곡제4동,27522,13406,14116,6052,168,0.277594184,515,860,1944,2111,1769,2357,2246,1146,458,481,779,1911,1958,1750,2701,2478,1343,715
1121578000,45412,서울특별시,광진구,능동,11069,5067,6002,3563,82,0.230143138,211,244,951,1109,768,699,587,329,169,210,252,1240,1362,831,755,709,413,230
1121581000,45412,서울특별시,광진구,광장동,33859,16363,17496,8741,194,0.22194257,1238,2710,1899,1507,3016,3060,1737,785,411,1161,2583,1880,1857,3729,3015,1784,804,683
1121582000,45412,서울특별시,광진구,자양제1동,21872,10645,11227,5752,121,0.210361613,358,710,1911,1995,1544,1662,1457,678,330,340,651,2024,1808,1565,1732,1615,940,552
1121583000,45412,서울특별시,광진구,자양제2동,23627,11446,12181,5653,198,0.350256501,587,842,1593,1898,1693,1841,1758,877,357,593,800,1592,1852,1786,2074,1967,987,530
1121584000,45412,서울특별시,광진구,자양제3동,27115,12955,14160,6601,278,0.421148311,957,1163,1712,1822,1941,2186,1840,875,459,894,1236,1743,2007,2203,2372,2034,979,692
1121584700,45412,서울특별시,광진구,자양제4동,19788,9744,10044,4790,143,0.298538622,366,429,1509,1787,1307,1627,1586,795,338,373,452,1697,1621,1218,1533,1613,973,564
1121585000,45412,서울특별시,광진구,구의제1동,23137,11021,12116,6819,160,0.23463851,407,580,2153,2269,1617,1683,1363,636,313,429,586,2640,2255,1566,1803,1512,835,490
1121586000,45412,서울특별시,광진구,구의제2동,25583,12183,13400,6147,182,0.296079388,640,1088,1568,1754,1913,2135,1781,916,388,625,1049,1668,1851,2048,2341,2038,1125,655
1121587000,45412,서울특별시,광진구,구의제3동,27806,13098,14708,7292,238,0.32638508,778,1107,1832,2156,1926,2196,1803,888,412,776,1156,2199,2320,2152,2459,2010,1004,632
1123053600,45412,서울특별시,동대문구,용신동,38609,19050,19559,10504,303,0.288461538,960,987,3171,3511,2912,2983,2620,1249,657,951,933,3906,3520,2588,2726,2452,1473,1010
1123054500,45412,서울특별시,동대문구,제기동,22961,11759,11202,4842,121,0.249896737,381,625,2292,1657,1406,1864,1831,1110,593,367,574,2072,1293,1149,1627,1892,1336,892
1123056000,45412,서울특별시,동대문구,전농제1동,32941,16387,16554,7731,330,0.42685293,979,1110,2444,2392,2498,2819,2430,1152,563,993,1066,2586,2280,2298,2623,2351,1422,935
1123057000,45412,서울특별시,동대문구,전농제2동,17832,8479,9353,3785,156,0.412153236,486,747,946,1066,1301,1516,1285,732,400,471,778,1033,1022,1311,1633,1586,930,589
1123060000,45412,서울특별시,동대문구,답십리제1동,27793,13287,14506,7437,361,0.485410784,1137,941,1655,2239,2371,2008,1740,826,370,1094,962,2144,2563,2280,2032,1777,1005,649
1123061000,45412,서울특별시,동대문구,답십리제2동,27394,13175,14219,5983,303,0.506434899,761,816,1534,2174,1886,2225,2083,1141,555,801,876,1596,2078,1839,2348,2349,1424,908
1123065000,45412,서울특별시,동대문구,장안제1동,37441,18469,18972,9059,337,0.37200574,1092,1249,2216,3074,3138,2927,2705,1493,575,973,1255,2599,2886,2934,2872,2928,1687,838
1123066000,45412,서울특별시,동대문구,장안제2동,32647,16136,16511,7701,338,0.438904038,1242,1536,1826,2369,2878,2547,2140,1169,429,1197,1300,1891,2353,2841,2501,2373,1347,708
1123070500,45412,서울특별시,동대문구,청량리동,18714,9202,9512,3367,93,0.276210276,294,487,1091,1166,1124,1529,1889,1088,534,301,446,1120,1002,1003,1495,1911,1311,923
1123071000,45412,서울특별시,동대문구,회기동,10406,4934,5472,3418,47,0.137507314,155,375,1569,797,557,620,434,258,169,145,404,1881,686,592,580,522,365,297
1123072000,45412,서울특별시,동대문구,휘경제1동,13789,6466,7323,4243,126,0.296959698,322,381,1542,1086,823,909,756,413,234,320,460,2179,980,786,993,729,532,344
1123073000,45412,서울특별시,동대문구,휘경제2동,24339,12138,12201,6380,149,0.23354232,492,941,3084,1624,1547,1791,1413,854,392,430,1034,2786,1432,1533,1780,1573,1032,601
1123074000,45412,서울특별시,동대문구,이문제1동,17855,8787,9068,4961,81,0.163273534,273,618,2463,1157,992,1275,1042,586,381,286,641,2699,895,930,1191,1055,788,583
1123075000,45412,서울특별시,동대문구,이문제2동,19260,9254,10006,4316,140,0.324374421,508,812,1180,1118,1390,1643,1391,826,386,474,758,1436,1161,1314,1704,1459,1074,626
1126052000,45412,서울특별시,중랑구,면목제2동,23463,11629,11834,4912,160,0.325732899,463,679,1374,1758,1704,2222,2024,961,444,427,661,1471,1628,1464,2179,2137,1189,678
1126054000,45412,서울특별시,중랑구,면목제4동,18051,8982,9069,3713,128,0.344734716,428,577,1102,1264,1390,1642,1444,787,348,388,511,1056,1189,1215,1564,1522,1093,531
1126055000,45412,서울특별시,중랑구,면목제5동,14473,7205,7268,3206,217,0.676855895,630,441,761,1196,1267,1158,1067,500,185,626,423,714,1184,1116,1200,1105,568,332
1126056500,45412,서울특별시,중랑구,면목본동,32674,16086,16588,7465,236,0.316141996,623,785,2236,2794,2320,2909,2589,1266,564,557,775,2477,2544,2010,2971,2724,1644,886
1126057000,45412,서울특별시,중랑구,면목제7동,21156,10516,10640,4575,198,0.432786885,557,550,1277,1657,1532,1803,1798,942,400,457,502,1376,1626,1300,1746,1944,1103,586
1126057500,45412,서울특별시,중랑구,면목제3.8동,24243,11907,12336,5092,168,0.329929301,440,619,1594,1879,1681,2116,2049,1093,436,445,613,1626,1679,1448,2186,2354,1272,713
1126058000,45412,서울특별시,중랑구,상봉제1동,22986,11153,11833,5142,237,0.460910152,710,906,1393,1666,1648,1853,1858,771,348,701,795,1452,1714,1565,2078,1976,976,576
1126059000,45412,서울특별시,중랑구,상봉제2동,20498,9701,10797,6387,209,0.32722718,349,349,1661,2311,1272,1472,1363,651,273,348,338,2593,2470,1131,1405,1362,749,401
1126060000,45412,서울특별시,중랑구,중화제1동,18573,9205,9368,4010,166,0.413965087,443,581,1145,1527,1372,1439,1532,832,334,423,563,1165,1365,1182,1545,1719,934,472
1126061000,45412,서울특별시,중랑구,중화제2동,23672,12106,11566,4920,150,0.304878049,429,544,1546,1896,1637,2233,2322,992,507,380,438,1661,1651,1367,2003,2127,1191,748
1126062000,45412,서울특별시,중랑구,묵제1동,33514,15936,17578,8175,260,0.318042813,836,1473,2101,2227,2474,2659,2276,1302,588,847,1404,2507,2325,2594,2850,2668,1537,846
1126063000,45412,서울특별시,중랑구,묵제2동,18039,8822,9217,4015,116,0.288916563,386,535,1160,1363,1308,1525,1415,776,354,377,483,1237,1296,1219,1583,1600,927,495
1126065500,45412,서울특별시,중랑구,망우본동,37733,18598,19135,8709,499,0.57297049,1360,1061,2079,3293,2815,2911,3070,1441,568,1312,1137,2403,3183,2522,2858,3110,1576,1034
1126066000,45412,서울특별시,중랑구,망우제3동,15607,7846,7761,3029,99,0.326840541,272,396,948,1061,1030,1503,1574,734,328,270,448,967,898,920,1495,1457,810,496
1126068000,45412,서울특별시,중랑구,신내1동,37454,18012,19442,8060,323,0.400744417,1079,1958,2117,2226,2698,2875,2931,1507,621,1049,1827,2058,2303,2816,3250,3292,1722,1125
1126069000,45412,서울특별시,중랑구,신내2동,19532,9211,10321,4135,167,0.403869407,473,710,1024,1354,1367,1524,1542,864,353,476,699,1062,1375,1347,1762,1881,1029,690
1129052500,45412,서울특별시,성북구,성북동,15900,7416,8484,4101,126,0.307242136,318,537,1137,1205,1027,1288,1013,531,360,282,513,1375,1288,1156,1452,1130,713,575
1129055500,45412,서울특별시,성북구,삼선동,22099,10494,11605,5770,121,0.209705373,393,835,1896,1514,1439,1895,1380,711,431,385,817,2272,1546,1476,1889,1493,995,732
1129057500,45412,서울특별시,성북구,동선동,15081,6155,8926,5870,53,0.090289608,184,346,1376,1173,839,926,672,403,236,204,583,3340,1233,869,986,777,527,407
1129058000,45412,서울특별시,성북구,돈암제1동,14158,6616,7542,3139,137,0.436444728,344,494,835,917,881,1216,1089,568,272,308,546,991,939,906,1376,1261,727,488
1129059000,45412,서울특별시,성북구,돈암제2동,23440,11063,12377,5579,195,0.349525004,814,1296,1328,1284,1765,2103,1423,692,358,776,1297,1355,1447,2096,2275,1629,877,625
1129060000,45412,서울특별시,성북구,안암동,15119,7652,7467,4567,51,0.111670681,180,450,2918,1146,690,947,710,387,224,173,404,2717,877,679,941,769,517,390
1129061000,45412,서울특별시,성북구,보문동,16167,7735,8432,4198,156,0.371605526,486,467,1206,1385,1187,1298,979,484,243,459,526,1428,1387,1100,1390,1093,656,393
1129062000,45412,서울특별시,성북구,정릉제1동,17750,8506,9244,4177,182,0.435719416,621,823,1072,1150,1391,1430,1080,614,325,566,798,1142,1163,1470,1489,1254,821,541
1129063000,45412,서울특별시,성북구,정릉제2동,22443,10801,11642,4955,196,0.39556004,612,828,1470,1490,1571,1846,1621,912,451,588,760,1507,1500,1529,2000,1894,1111,753
1129064000,45412,서울특별시,성북구,정릉제3동,15077,7482,7595,3382,92,0.272028386,224,530,1903,1009,779,1092,986,633,326,202,463,1547,777,745,1179,1264,798,620
1129065000,45412,서울특별시,성북구,정릉제4동,24058,11495,12563,5296,196,0.370090634,603,1023,1541,1413,1709,2085,1672,968,481,573,938,1566,1434,1799,2181,2010,1265,797
1129066000,45412,서울특별시,성북구,길음제1동,34641,16370,18271,8801,319,0.362458811,1431,2429,1660,1629,3240,3095,1557,862,467,1388,2524,1785,1994,3826,2819,1946,1233,756
1129068500,45412,서울특별시,성북구,길음제2동,21449,10233,11216,5333,269,0.504406525,1014,1061,1172,1264,1816,1818,1207,629,252,961,987,1293,1501,2034,1880,1366,762,432
1129070500,45412,서울특별시,성북구,종암동,37416,18441,18975,8449,286,0.338501598,1020,1844,2783,2361,2783,3151,2514,1247,738,985,1546,2570,2138,2894,3201,2674,1720,1247
1129071500,45412,서울특별시,성북구,월곡제1동,25431,12239,13192,5749,233,0.405287876,798,1179,1306,1569,2005,2156,1767,953,506,792,1210,1453,1611,2047,2170,1931,1282,696
1129072500,45412,서울특별시,성북구,월곡제2동,18865,8955,9910,4952,116,0.234248788,404,703,1355,1353,1220,1491,1297,745,387,344,653,2114,1212,1219,1458,1436,877,597
1129076000,45412,서울특별시,성북구,장위제1동,23257,11276,11981,5139,175,0.340533178,691,861,1451,1628,1786,1935,1755,801,368,731,857,1507,1495,1690,2156,1906,1021,618
1129077000,45412,서울특별시,성북구,장위제2동,13038,6377,6661,2683,94,0.350354081,251,379,844,924,864,1140,1023,649,303,200,370,892,857,749,1114,1195,817,467
1129078000,45412,서울특별시,성북구,장위제3동,15498,7601,7897,3696,185,0.500541126,740,632,939,1074,1330,1265,964,448,209,699,644,987,1137,1286,1304,1032,525,283
1129081000,45412,서울특별시,성북구,석관동,33776,16629,17147,7294,242,0.331779545,840,1041,2174,2401,2354,2848,2725,1496,750,747,948,2410,2227,2165,2820,2899,1848,1083
1130553400,45412,서울특별시,강북구,삼양동,22274,11056,11218,4399,146,0.331893612,487,818,1439,1368,1571,2054,1821,1029,469,452,737,1301,1231,1446,2111,1956,1243,741
1130553500,45412,서울특별시,강북구,미아동,20753,9904,10849,4829,76,0.157382481,285,592,1467,1462,1313,1748,1681,897,459,251,541,2030,1196,1264,1782,1864,1165,756
1130554500,45412,서울특별시,강북구,송중동,28371,13636,14735,6168,187,0.303177691,605,885,1800,1871,2025,2380,2241,1224,605,614,940,1920,1793,1966,2525,2564,1576,837
1130555500,45412,서울특별시,강북구,송천동,24651,12231,12420,4604,101,0.219374457,355,654,1455,1595,1631,2310,2391,1240,600,352,656,1450,1334,1458,2248,2394,1615,913
1130557500,45412,서울특별시,강북구,삼각산동,30451,14603,15848,7082,245,0.345947472,1141,1913,1598,1505,2626,2801,1706,904,409,1041,1856,1642,1639,2883,2821,1976,1228,762
1130559500,45412,서울특별시,강북구,번1동,16528,8211,8317,3907,75,0.191963143,236,394,1271,1273,1315,1449,1214,707,352,216,448,1479,1110,1051,1318,1299,896,500
1130560300,45412,서울특별시,강북구,번2동,14777,7084,7693,2700,65,0.240740741,245,441,909,825,1013,1233,1291,752,375,232,372,872,734,898,1287,1425,1191,682
1130560800,45412,서울특별시,강북구,번3동,16219,7539,8680,2928,107,0.365437158,322,563,838,806,1020,1377,1249,862,502,308,561,809,786,1034,1397,1441,1513,831
1130561500,45412,서울특별시,강북구,수유1동,19735,9636,10099,4200,90,0.214285714,343,592,1248,1429,1391,1652,1638,897,446,342,612,1480,1187,1192,1645,1817,1123,701
1130562500,45412,서울특별시,강북구,수유2동,20441,9682,10759,4070,96,0.235872236,426,635,1127,1253,1387,1697,1650,977,530,377,595,1358,1094,1281,1864,2006,1270,914
1130563500,45412,서울특별시,강북구,수유3동,22957,11262,11695,5418,84,0.15503876,289,479,1894,1820,1581,1972,1796,934,497,275,522,2298,1508,1298,1908,1915,1231,740
1130564500,45412,서울특별시,강북구,우이동,19838,9452,10386,3961,116,0.29285534,409,629,1048,1224,1345,1720,1581,950,546,390,610,1253,1145,1223,1830,1858,1228,849
1130566000,45412,서울특별시,강북구,인수동,28885,13902,14983,5672,118,0.208039492,555,976,1647,1790,1983,2402,2423,1393,733,539,924,1751,1625,1814,2576,2806,1812,1136
1132051100,45412,서울특별시,도봉구,창제1동,23961,11424,12537,5278,168,0.318302387,566,974,1451,1569,1723,2013,1708,922,498,538,934,1476,1530,1788,2251,2070,1146,804
1132051200,45412,서울특별시,도봉구,창제2동,28008,13557,14451,6192,191,0.308462532,676,1020,1789,1918,2033,2327,2121,1132,541,646,964,1844,1836,1995,2627,2335,1375,829
1132051300,45412,서울특별시,도봉구,창제3동,13103,6532,6571,2449,55,0.224581462,248,477,784,800,986,1196,1134,615,292,229,403,702,669,874,1239,1221,749,485
1132051400,45412,서울특별시,도봉구,창제4동,26434,12603,13831,6253,227,0.363025748,717,1167,1668,1707,1846,2211,1974,868,445,662,1123,1863,1749,2026,2538,2113,1008,749
1132051500,45412,서울특별시,도봉구,창제5동,23845,11362,12483,5405,174,0.321924144,588,881,1514,1684,1519,1938,1848,933,457,545,836,1621,1715,1621,2293,2102,1040,710
1132052100,45412,서울특별시,도봉구,도봉제1동,19914,9940,9974,3287,88,0.267721326,298,498,1066,1107,1330,1786,1947,1284,624,303,469,1015,933,1114,1703,2027,1522,888
1132052200,45412,서울특별시,도봉구,도봉제2동,26066,12739,13327,4912,231,0.470276873,715,719,1354,1694,1784,2028,2320,1465,660,652,694,1290,1647,1613,2180,2596,1661,994
1132066000,45412,서울특별시,도봉구,쌍문제1동,20662,9822,10840,4418,113,0.255771842,460,663,1201,1216,1392,1815,1627,931,517,406,735,1548,1133,1331,1900,1888,1122,777
1132067000,45412,서울특별시,도봉구,쌍문제2동,17810,8483,9327,3621,123,0.33968517,389,600,1059,1209,1229,1456,1427,757,357,376,496,1064,1093,1188,1684,1767,980,679
1132068000,45412,서울특별시,도봉구,쌍문제3동,16363,7829,8534,3705,106,0.286099865,324,450,1084,1204,1135,1345,1211,712,364,326,452,1243,1147,1072,1430,1441,888,535
1132068100,45412,서울특별시,도봉구,쌍문제4동,17993,8487,9506,4006,120,0.299550674,493,925,1085,982,1235,1422,1420,662,263,408,865,1038,1112,1384,1764,1710,674,551
1132069000,45412,서울특별시,도봉구,방학제1동,27552,13621,13931,5544,139,0.250721501,576,1020,1692,1581,1862,2556,2453,1265,616,550,984,1747,1463,1816,2513,2511,1499,848
1132070000,45412,서울특별시,도봉구,방학제2동,18362,9266,9096,3227,83,0.257204834,321,619,1142,1103,1191,1773,1710,939,468,307,581,963,867,1099,1719,1791,1075,694
